"DateTime";"Bitcoin Price Linear"
"1970-01-01 00:00:00";4,98
"1970-01-01 00:00:00";5,16
"1970-01-01 00:00:00";5,13
"1970-01-01 00:00:00";5,38
"1970-01-01 00:00:00";5,24
"1970-01-01 00:00:00";5,17
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";5,08
"1970-01-01 00:00:00";5,14
"1970-01-01 00:00:00";4,98
"1970-01-01 00:00:00";5,04
"1970-01-01 00:00:00";4,91
"1970-01-01 00:00:00";4,91
"1970-01-01 00:00:00";5
"1970-01-01 00:00:00";4,97
"1970-01-01 00:00:00";5,06
"1970-01-01 00:00:00";5,1
"1970-01-01 00:00:00";5,07
"1970-01-01 00:00:00";5,04
"1970-01-01 00:00:00";5,08
"1970-01-01 00:00:00";5,05
"1970-01-01 00:00:00";5,02
"1970-01-01 00:00:00";5,02
"1970-01-01 00:00:00";4,87
"1970-01-01 00:00:00";4,95
"1970-01-01 00:00:00";4,91
"1970-01-01 00:00:00";4,94
"1970-01-01 00:00:00";4,93
"1970-01-01 00:00:00";4,95
"1970-01-01 00:00:00";5,04
"1970-01-01 00:00:00";5,02
"1970-01-01 00:00:00";5,07
"1970-01-01 00:00:00";5,07
"1970-01-01 00:00:00";5,03
"1970-01-01 00:00:00";5,08
"1970-01-01 00:00:00";5,03
"1970-01-01 00:00:00";5,1
"1970-01-01 00:00:00";5,12
"1970-01-01 00:00:00";5,08
"1970-01-01 00:00:00";5,07
"1970-01-01 00:00:00";5,07
